gbifID;countryCode;locality;stateProvince;individualCount;decimalLatitude;decimalLongitude;coordinateUncertaintyInMeters;eventDate;year;month;day;rightsHolder
4527497700;EC;Chiro Apaika;;1;-0.8154;-75.908;;2/15/2022;2022;2;15;Ministerio del Ambiente, Agua y Transición Ecológica
4527497656;EC;Chiro Apaika;;1;-0.795;-75.9024;;6/14/2022;2022;6;14;Ministerio del Ambiente, Agua y Transición Ecológica
4527497597;EC;Tambococha;;1;-1.0358;-75.43;;9/26/2020;2020;9;26;Ministerio del Ambiente, Agua y Transición Ecológica
4527497540;EC;Tiputini;;1;-0.8182;-75.6112;;2/2/2023;2023;2;2;Ministerio del Ambiente, Agua y Transición Ecológica
4527497527;EC;Chiro Apaika;;1;-0.8432;-75.9233;;12/29/2021;2021;12;29;Ministerio del Ambiente, Agua y Transición Ecológica
4527497421;EC;Chiro Apaika;;1;-0.8323;-75.9181;;1/29/2021;2021;1;29;Ministerio del Ambiente, Agua y Transición Ecológica
4527497408;EC;Chiro Apaika;;1;-0.7835;-75.9059;;6/14/2023;2023;6;14;Ministerio del Ambiente, Agua y Transición Ecológica
4527497396;EC;Shiripuno;;1;-1.1687;-76.5428;;8/29/2021;2021;8;29;Ministerio del Ambiente, Agua y Transición Ecológica
4527497355;EC;Tambococha;;1;-0.9748;-75.4449;;8/28/2020;2020;8;28;Ministerio del Ambiente, Agua y Transición Ecológica
4527497274;EC;Ceilán;;1;-1.5811;-75.686;;2/24/2023;2023;2;24;Ministerio del Ambiente, Agua y Transición Ecológica
4527497166;EC;Chiro Apaika;;1;-0.8367;-75.9202;;8/16/2022;2022;8;16;Ministerio del Ambiente, Agua y Transición Ecológica
4527497157;EC;Chiro Apaika;;1;-0.8139;-75.9073;;9/9/2022;2022;9;9;Ministerio del Ambiente, Agua y Transición Ecológica
4527497144;EC;Tambococha;;1;-0.9757;-75.4333;;8/1/2021;2021;8;1;Ministerio del Ambiente, Agua y Transición Ecológica
4527497070;EC;Chiro Apaika;;1;-0.6902;-75.9275;;11/19/2022;2022;11;19;Ministerio del Ambiente, Agua y Transición Ecológica
4527497028;EC;Chiro Apaika;;1;-0.7618;-75.9063;;8/13/2023;2023;8;13;Ministerio del Ambiente, Agua y Transición Ecológica
4527497027;EC;Añangu;;1;-0.5258;-76.3856;;1/6/2020;2020;1;6;Ministerio del Ambiente, Agua y Transición Ecológica
4527497017;EC;Tambococha;;1;-1.1048;-75.4918;;7/5/2023;2023;7;5;Ministerio del Ambiente, Agua y Transición Ecológica
4527496994;EC;Añangu;;1;-0.5323;-76.377;;5/17/2022;2022;5;17;Ministerio del Ambiente, Agua y Transición Ecológica
4527496959;EC;Tambococha;;1;-0.9859;-75.4524;;11/13/2022;2022;11;13;Ministerio del Ambiente, Agua y Transición Ecológica
4527496812;EC;Añangu;;1;-0.5266;-76.3862;;8/9/2022;2022;8;9;Ministerio del Ambiente, Agua y Transición Ecológica
4527496809;EC;Shiripuno;;1;-0.9789;-76.8712;;6/6/2022;2022;6;6;Ministerio del Ambiente, Agua y Transición Ecológica
4527496801;EC;Añangu;;1;-0.5272;-76.3873;;6/6/2021;2021;6;6;Ministerio del Ambiente, Agua y Transición Ecológica
4527496784;EC;Chiro Apaika;;1;-0.6428;-75.9214;;8/4/2022;2022;8;4;Ministerio del Ambiente, Agua y Transición Ecológica
4527496752;EC;Chiro apaika;;1;-0.6717;-75.9049;;9/2/2022;2022;9;2;Ministerio del Ambiente, Agua y Transición Ecológica
4527496743;EC;Chiro Apaika;;1;-0.6877;-75.9378;;10/18/2022;2022;10;18;Ministerio del Ambiente, Agua y Transición Ecológica
4527496733;EC;Chiro Apaika;;1;-0.7705;-75.9059;;11/11/2021;2021;11;11;Ministerio del Ambiente, Agua y Transición Ecológica
4527496698;EC;CHIRO ISLA;;1;-0.7631;-75.9059;;3/24/2023;2023;3;24;Ministerio del Ambiente, Agua y Transición Ecológica
4527496678;EC;Tambococha;;1;-0.9756;-75.4338;;6/8/2023;2023;6;8;Ministerio del Ambiente, Agua y Transición Ecológica
4527496675;EC;CHIRO ISLA;;1;-0.7587;-75.9078;;3/19/2023;2023;3;19;Ministerio del Ambiente, Agua y Transición Ecológica
4527496636;EC;Chiro apaika;;1;-0.6639;-75.9165;;8/2/2022;2022;8;2;Ministerio del Ambiente, Agua y Transición Ecológica
4527496611;EC;Chilo Apaika;;1;-0.8152;-75.9079;;11/29/2022;2022;11;29;Ministerio del Ambiente, Agua y Transición Ecológica
4527496516;EC;Añangu;;1;-0.5284;-76.3883;;9/3/2023;2023;9;3;Ministerio del Ambiente, Agua y Transición Ecológica
4527496494;EC;Chiro Apaika;;1;-0.6674;-75.9275;;5/19/2022;2022;5;19;Ministerio del Ambiente, Agua y Transición Ecológica
4527496428;EC;Maxus;;1;-0.6809;-76.4033;;11/13/2020;2020;11;13;Ministerio del Ambiente, Agua y Transición Ecológica
4527496370;EC;Chiro Apaika;;1;-0.6607;-75.9749;;3/11/2021;2021;3;11;Ministerio del Ambiente, Agua y Transición Ecológica
4527496289;EC;Chiro Apaika;;1;-0.7507;-75.9162;;7/3/2023;2023;7;3;Ministerio del Ambiente, Agua y Transición Ecológica
4527496114;EC;Chiro apaika;;1;-0.6863;-75.9245;;2/17/2022;2022;2;17;Ministerio del Ambiente, Agua y Transición Ecológica
4527496111;EC;Tambococha;;1;-0.9884;-75.4536;;10/27/2021;2021;10;27;Ministerio del Ambiente, Agua y Transición Ecológica
4527496023;EC;Añangu;;1;-0.5257;-76.3925;;3/19/2021;2021;3;19;Ministerio del Ambiente, Agua y Transición Ecológica
4527496018;EC;Chiro Apaika;;1;-0.7448;-75.9188;;5/3/2023;2023;5;3;Ministerio del Ambiente, Agua y Transición Ecológica
4527495902;EC;CHIRO APAIKA;;1;-0.73;-75.9166;;4/3/2023;2023;4;3;Ministerio del Ambiente, Agua y Transición Ecológica
4527495819;EC;Chiro apaika;;1;-0.6637;-75.9167;;8/2/2022;2022;8;2;Ministerio del Ambiente, Agua y Transición Ecológica
4527495695;EC;Añangu;;1;-0.5314;-76.3719;;3/6/2020;2020;3;6;Ministerio del Ambiente, Agua y Transición Ecológica
4527495543;EC;Añangu;;1;-0.5255;-76.391;;8/22/2021;2021;8;22;Ministerio del Ambiente, Agua y Transición Ecológica
4527495499;EC;Chiro Apaika;;1;-0.8515;-75.9258;;2/1/2023;2023;2;1;Ministerio del Ambiente, Agua y Transición Ecológica
4527495470;EC;Chiro Apaika;;1;-0.7874;-75.8995;;6/14/2022;2022;6;14;Ministerio del Ambiente, Agua y Transición Ecológica
4527495469;EC;CHIRO APAIKA;;1;-0.7832;-75.9058;;3/20/2023;2023;3;20;Ministerio del Ambiente, Agua y Transición Ecológica
4527495444;EC;Añangu;;1;-0.5305;-76.3778;;4/29/2020;2020;4;29;Ministerio del Ambiente, Agua y Transición Ecológica
4527495354;EC;Tambococha;;1;-1.1035;-75.4917;;12/10/2020;2020;12;10;Ministerio del Ambiente, Agua y Transición Ecológica
4527495284;EC;CHIRO APAIKA;;1;-0.6676;-75.9404;;12/5/2022;2022;12;5;Ministerio del Ambiente, Agua y Transición Ecológica
4527495260;EC;Chiro Apaika;;1;-0.8466;-75.9239;;3/22/2022;2022;3;22;Ministerio del Ambiente, Agua y Transición Ecológica
4527495231;EC;Chiro Apaika;;1;-0.7743;-75.9059;;9/5/2020;2020;9;5;Ministerio del Ambiente, Agua y Transición Ecológica
4527495196;EC;Añangu;;1;-0.5272;-76.3853;;1/16/2021;2021;1;16;Ministerio del Ambiente, Agua y Transición Ecológica
4527495138;EC;Chiro Apaika;;1;-0.6766;-75.9533;;2/6/2023;2023;2;6;Ministerio del Ambiente, Agua y Transición Ecológica
4527495087;EC;maxus;;1;-0.6741;-76.398;;2/8/2021;2021;2;8;Ministerio del Ambiente, Agua y Transición Ecológica
4527495084;EC;Añangu;;1;-0.4996;-76.4415;;9/8/2022;2022;9;8;Ministerio del Ambiente, Agua y Transición Ecológica
4527495031;EC;Añangu;;1;-0.5324;-76.3755;;7/29/2021;2021;7;29;Ministerio del Ambiente, Agua y Transición Ecológica
4527494906;EC;Tambococha;;1;-0.9747;-75.4343;;9/28/2022;2022;9;28;Ministerio del Ambiente, Agua y Transición Ecológica
4527494836;EC;Chiro Apaika;;1;-0.8532;-75.9245;;9/24/2023;2023;9;24;Ministerio del Ambiente, Agua y Transición Ecológica
4527494788;EC;Shiripuno;;1;-1.1079;-76.7301;;6/22/2023;2023;6;22;Ministerio del Ambiente, Agua y Transición Ecológica
4527494712;EC;Tiputini;;1;-0.8176;-75.6128;;6/16/2020;2020;6;16;Ministerio del Ambiente, Agua y Transición Ecológica
4527494661;EC;Añangu;;1;-0.5304;-76.3781;;3/14/2021;2021;3;14;Ministerio del Ambiente, Agua y Transición Ecológica
4527494628;EC;Chiro Apaika;;1;-0.8612;-75.9218;;5/18/2022;2022;5;18;Ministerio del Ambiente, Agua y Transición Ecológica
4527494553;EC;Tambococha;;1;-1.0374;-75.4284;;6/16/2021;2021;6;16;Ministerio del Ambiente, Agua y Transición Ecológica
4527494507;EC;Tiputini;;1;-0.8155;-75.6192;;4/19/2022;2022;4;19;Ministerio del Ambiente, Agua y Transición Ecológica
4527494485;EC;Chiro Apaika;;1;-0.7638;-75.9058;;8/24/2023;2023;8;24;Ministerio del Ambiente, Agua y Transición Ecológica
4527494394;EC;Tambococha;;1;-1.1029;-75.492;;9/13/2021;2021;9;13;Ministerio del Ambiente, Agua y Transición Ecológica
4527494385;EC;Maxus;;1;-0.6806;-76.3953;;10/1/2023;2023;10;1;Ministerio del Ambiente, Agua y Transición Ecológica
4527494379;EC;Chiro Apaika;;1;-0.7911;-75.8983;;5/4/2020;2020;5;4;Ministerio del Ambiente, Agua y Transición Ecológica
4527494371;EC;Añangu;;1;-0.5251;-76.3827;;2/17/2021;2021;2;17;Ministerio del Ambiente, Agua y Transición Ecológica
4527494297;EC;Vhiro apaika;;1;-0.7382;-75.9215;;9/1/2022;2022;9;1;Ministerio del Ambiente, Agua y Transición Ecológica
4527494247;EC;Chiro Apaika;;1;-0.7552;-75.9088;;6/5/2022;2022;6;5;Ministerio del Ambiente, Agua y Transición Ecológica
4527494107;EC;Añangu;;1;-0.5305;-76.3778;;3/4/2020;2020;3;4;Ministerio del Ambiente, Agua y Transición Ecológica
4527493986;EC;Chiru Apaika;;1;-0.6716;-75.9587;;4/11/2021;2021;4;11;Ministerio del Ambiente, Agua y Transición Ecológica
4527493932;EC;AÑANGUSENDERO;;1;-0.5291;-76.3878;;2/24/2023;2023;2;24;Ministerio del Ambiente, Agua y Transición Ecológica
4527493817;EC;Añangu;;1;-0.5319;-76.388;;2/14/2021;2021;2;14;Ministerio del Ambiente, Agua y Transición Ecológica
4527493781;EC;Tiputini.;;1;-0.8152;-75.6193;;12/16/2020;2020;12;16;Ministerio del Ambiente, Agua y Transición Ecológica
4527493704;EC;Chiro Apaika;;1;-0.6645;-75.9151;;6/10/2022;2022;6;10;Ministerio del Ambiente, Agua y Transición Ecológica
4527493690;EC;Chiro Apaika;;1;-0.7546;-75.9088;;1/14/2023;2023;1;14;Ministerio del Ambiente, Agua y Transición Ecológica
4527493640;EC;Chiro Apaika;;1;-0.7884;-75.8987;;9/21/2023;2023;9;21;Ministerio del Ambiente, Agua y Transición Ecológica
4527493549;EC;Chiro apaika;;1;-0.6843;-75.9431;;10/5/2022;2022;10;5;Ministerio del Ambiente, Agua y Transición Ecológica
4527493493;EC;Shiripuno;;1;-0.7171;-76.653;;5/2/2022;2022;5;2;Ministerio del Ambiente, Agua y Transición Ecológica
4527493425;EC;Chiro Apaika;;1;-0.8508;-75.9252;;7/17/2023;2023;7;17;Ministerio del Ambiente, Agua y Transición Ecológica
4527493350;EC;Añangu;;1;-0.5252;-76.3833;;3/4/2022;2022;3;4;Ministerio del Ambiente, Agua y Transición Ecológica
4527493323;EC;Chiro Apaika;;1;-0.7495;-75.9165;;6/26/2023;2023;6;26;Ministerio del Ambiente, Agua y Transición Ecológica
4527493316;EC;Curaray;;1;-1.587;-75.6149;;9/7/2021;2021;9;7;Ministerio del Ambiente, Agua y Transición Ecológica
4527493309;EC;Añangu;;1;-0.5278;-76.3917;;6/26/2023;2023;6;26;Ministerio del Ambiente, Agua y Transición Ecológica
4527493183;EC;TAMBOCOCHA;;1;-1.0347;-75.4315;;4/20/2022;2022;4;20;Ministerio del Ambiente, Agua y Transición Ecológica
4527493161;EC;Chiro Apaika;;1;-0.6828;-75.9452;;2/20/2023;2023;2;20;Ministerio del Ambiente, Agua y Transición Ecológica
4527493042;EC;Chiro Apaika;;1;-0.6719;-75.9587;;2/6/2023;2023;2;6;Ministerio del Ambiente, Agua y Transición Ecológica
4527492998;EC;PC Chiro Apaika;;1;-0.8616;-75.9228;;6/29/2021;2021;6;29;Ministerio del Ambiente, Agua y Transición Ecológica
4527492968;EC;Chiro APaika;;1;-0.7688;-75.906;;2/22/2022;2022;2;22;Ministerio del Ambiente, Agua y Transición Ecológica
4527492840;EC;Tambococha;;1;-1.1225;-75.497;;12/13/2020;2020;12;13;Ministerio del Ambiente, Agua y Transición Ecológica
4527492641;EC;Añangu;;1;-0.5334;-76.3662;;9/20/2021;2021;9;20;Ministerio del Ambiente, Agua y Transición Ecológica
4527492616;EC;Añangu;;1;-0.5221;-76.3575;;4/14/2021;2021;4;14;Ministerio del Ambiente, Agua y Transición Ecológica
4527492579;EC;Añangu;;1;-0.5254;-76.3908;;8/22/2022;2022;8;22;Ministerio del Ambiente, Agua y Transición Ecológica
4527492535;EC;pc añangu;;1;-0.5252;-76.3834;;3/15/2022;2022;3;15;Ministerio del Ambiente, Agua y Transición Ecológica
4527492479;EC;Shiripuno;;1;-0.9987;-76.8955;;8/8/2022;2022;8;8;Ministerio del Ambiente, Agua y Transición Ecológica
4527492448;EC;Chiro Apaika;;1;-0.7475;-75.9168;;6/9/2023;2023;6;9;Ministerio del Ambiente, Agua y Transición Ecológica
4527492289;EC;Chiro apaika;;1;-0.7381;-75.9215;;5/16/2022;2022;5;16;Ministerio del Ambiente, Agua y Transición Ecológica
4527492125;EC;Añangu;;1;-0.5338;-76.3669;;7/31/2020;2020;7;31;Ministerio del Ambiente, Agua y Transición Ecológica
4527492050;EC;Chiro Apaika;;1;-0.7843;-75.9047;;8/27/2022;2022;8;27;Ministerio del Ambiente, Agua y Transición Ecológica
4527491937;EC;Tambococha;;1;-0.9757;-75.4338;;7/27/2021;2021;7;27;Ministerio del Ambiente, Agua y Transición Ecológica
4527491844;EC;Shiripuno;;1;-1.192;-76.9463;;10/20/2021;2021;10;20;Ministerio del Ambiente, Agua y Transición Ecológica
4527491825;EC;Chiro Apaika;;1;-0.7817;-75.9059;;3/3/2020;2020;3;3;Ministerio del Ambiente, Agua y Transición Ecológica
4527491754;EC;Añangu;;1;-0.5575;-76.3886;;9/27/2020;2020;9;27;Ministerio del Ambiente, Agua y Transición Ecológica
4527491675;EC;Chiro Apaika;;1;-0.8164;-75.9086;;7/31/2023;2023;7;31;Ministerio del Ambiente, Agua y Transición Ecológica
4527491589;EC;Bloque 43 - PM;;1;-0.978;-75.6359;;2/9/2023;2023;2;9;Ministerio del Ambiente, Agua y Transición Ecológica
4527491393;EC;Chiro apaika;;1;-0.7837;-75.9063;;5/12/2022;2022;5;12;Ministerio del Ambiente, Agua y Transición Ecológica
4527491391;EC;Añangu;;1;-0.5297;-76.3873;;7/6/2020;2020;7;6;Ministerio del Ambiente, Agua y Transición Ecológica
4527491389;EC;Chiro Apaika;;1;-0.6437;-75.9166;;7/23/2022;2022;7;23;Ministerio del Ambiente, Agua y Transición Ecológica
4527491347;EC;Tambococha;;1;-0.9761;-75.4416;;6/17/2023;2023;6;17;Ministerio del Ambiente, Agua y Transición Ecológica
4527491329;EC;Añangu;;1;-0.532;-76.3701;;3/4/2020;2020;3;4;Ministerio del Ambiente, Agua y Transición Ecológica
4527491249;EC;CHIERO APAIKA;;1;-0.739;-75.9219;;3/21/2023;2023;3;21;Ministerio del Ambiente, Agua y Transición Ecológica
4527491240;EC;Tiputini;;1;-0.8556;-75.6181;;3/9/2020;2020;3;9;Ministerio del Ambiente, Agua y Transición Ecológica
4527491238;EC;Tambococha;;1;-0.9801;-75.4265;;8/8/2021;2021;8;8;Ministerio del Ambiente, Agua y Transición Ecológica
4527491188;EC;Chiro Apaika;;1;-0.7764;-75.9059;;5/28/2023;2023;5;28;Ministerio del Ambiente, Agua y Transición Ecológica
4527491184;EC;Añangu;;1;-0.5245;-76.3896;;2/18/2021;2021;2;18;Ministerio del Ambiente, Agua y Transición Ecológica
4527491132;EC;Shiripuno;;1;-0.8908;-76.8147;;2/22/2021;2021;2;22;Ministerio del Ambiente, Agua y Transición Ecológica
4527491119;EC;Chiro Apaika;;1;-0.7546;-75.9089;;5/3/2023;2023;5;3;Ministerio del Ambiente, Agua y Transición Ecológica
4527491103;EC;CHIRO APAIKA;;1;-0.7642;-75.9059;;3/21/2023;2023;3;21;Ministerio del Ambiente, Agua y Transición Ecológica
4527491066;EC;Chiro Apaika;;1;-0.8512;-75.9256;;6/6/2022;2022;6;6;Ministerio del Ambiente, Agua y Transición Ecológica
4527491050;EC;CHIRO APAIKA;;1;-0.7517;-75.9141;;12/22/2022;2022;12;22;Ministerio del Ambiente, Agua y Transición Ecológica
4527491017;EC;Añangu;;1;-0.5303;-76.3781;;1/15/2021;2021;1;15;Ministerio del Ambiente, Agua y Transición Ecológica
4527491016;EC;Añangu;;1;-0.5347;-76.4011;;2/15/2020;2020;2;15;Ministerio del Ambiente, Agua y Transición Ecológica
4527490973;EC;Chiru Apaika;;1;-0.7603;-75.9072;;1/12/2022;2022;1;12;Ministerio del Ambiente, Agua y Transición Ecológica
4527490914;EC;tiputini;;1;-0.8238;-75.6174;;7/3/2023;2023;7;3;Ministerio del Ambiente, Agua y Transición Ecológica
4527490880;EC;Chiro apika;;1;-0.816;-75.9082;;2/17/2022;2022;2;17;Ministerio del Ambiente, Agua y Transición Ecológica
4527490832;EC;Chiro Apaika;;1;-0.7835;-75.9059;;5/30/2023;2023;5;30;Ministerio del Ambiente, Agua y Transición Ecológica
4527490799;EC;CHIRO APAIKA;;1;-0.6639;-75.9164;;2/21/2023;2023;2;21;Ministerio del Ambiente, Agua y Transición Ecológica
4527490783;EC;Tambococha;;1;-1.0283;-75.4361;;4/12/2023;2023;4;12;Ministerio del Ambiente, Agua y Transición Ecológica
4527490750;EC;Tambococha;;1;-1.1373;-75.498;;9/15/2021;2021;9;15;Ministerio del Ambiente, Agua y Transición Ecológica
4527490749;EC;Añangu;;1;-0.5305;-76.3779;;2/4/2021;2021;2;4;Ministerio del Ambiente, Agua y Transición Ecológica
4527490719;EC;Chiro Apaika;;1;-0.786;-75.9016;;10/11/2023;2023;10;11;Ministerio del Ambiente, Agua y Transición Ecológica
4527490700;EC;Añangu;;1;-0.5299;-76.3873;;3/4/2022;2022;3;4;Ministerio del Ambiente, Agua y Transición Ecológica
4527490598;EC;Chiro Apaika;;1;-0.7803;-75.906;;2/14/2023;2023;2;14;Ministerio del Ambiente, Agua y Transición Ecológica
4527490539;EC;Puesto de control Shiripuno;;1;-0.9975;-76.8698;;8/8/2022;2022;8;8;Ministerio del Ambiente, Agua y Transición Ecológica
4527490518;EC;Chiro apaika;;1;-0.664;-75.9164;;8/14/2022;2022;8;14;Ministerio del Ambiente, Agua y Transición Ecológica
4527490461;EC;Chiro Apaika;;1;-0.7596;-75.9074;;11/4/2021;2021;11;4;Ministerio del Ambiente, Agua y Transición Ecológica
4527490421;EC;Añangu;;1;-0.5252;-76.3837;;2/9/2021;2021;2;9;Ministerio del Ambiente, Agua y Transición Ecológica
4527490265;EC;Chiro Apaika;;1;-0.8509;-75.9252;;1/8/2022;2022;1;8;Ministerio del Ambiente, Agua y Transición Ecológica
4527490254;EC;Chiro apaika;;1;-0.8696;-75.9271;;4/15/2022;2022;4;15;Ministerio del Ambiente, Agua y Transición Ecológica
4527490151;EC;Chiro Apaika;;1;-0.8088;-75.9049;;10/27/2023;2023;10;27;Ministerio del Ambiente, Agua y Transición Ecológica
4527490120;EC;Añangu;;1;-0.5309;-76.387;;2/9/2021;2021;2;9;Ministerio del Ambiente, Agua y Transición Ecológica
4527489965;EC;Añangu;;1;-0.5338;-76.3696;;1/9/2022;2022;1;9;Ministerio del Ambiente, Agua y Transición Ecológica
4527489923;EC;Chiro Apaika;;1;-0.8085;-75.9047;;6/29/2023;2023;6;29;Ministerio del Ambiente, Agua y Transición Ecológica
4527489759;EC;Añangu;;1;-0.5253;-76.3867;;3/19/2021;2021;3;19;Ministerio del Ambiente, Agua y Transición Ecológica
4527489710;EC;Maxus;;1;-0.6892;-76.4185;;10/27/2021;2021;10;27;Ministerio del Ambiente, Agua y Transición Ecológica
4527489668;EC;Maxus;;1;-0.6812;-76.3981;;1/20/2021;2021;1;20;Ministerio del Ambiente, Agua y Transición Ecológica
4527489601;EC;Añangu;;1;-0.5328;-76.3767;;6/28/2021;2021;6;28;Ministerio del Ambiente, Agua y Transición Ecológica
4527489590;EC;Añangu;;1;-0.5255;-76.3811;;12/21/2020;2020;12;21;Ministerio del Ambiente, Agua y Transición Ecológica
4527489536;EC;Puerto Miranda;;1;-0.9576;-75.62;;12/9/2020;2020;12;9;Ministerio del Ambiente, Agua y Transición Ecológica
4527489474;EC;Chiro Apaika;;1;-0.8057;-75.9044;;10/23/2021;2021;10;23;Ministerio del Ambiente, Agua y Transición Ecológica
4527489423;EC;PC Añangu;;1;-0.5287;-76.3794;;7/7/2021;2021;7;7;Ministerio del Ambiente, Agua y Transición Ecológica
4527489412;EC;Chiro Apaika;;1;-0.6672;-75.93;;5/19/2022;2022;5;19;Ministerio del Ambiente, Agua y Transición Ecológica
4527489392;EC;Chiru Apaika;;1;-0.663;-75.9719;;4/11/2021;2021;4;11;Ministerio del Ambiente, Agua y Transición Ecológica
4527489293;EC;Añangu;;1;-0.526;-76.3846;;7/25/2022;2022;7;25;Ministerio del Ambiente, Agua y Transición Ecológica
4527489082;EC;Añangu;;1;-0.5087;-76.4365;;5/19/2022;2022;5;19;Ministerio del Ambiente, Agua y Transición Ecológica
4527489076;EC;Añangu;;1;-0.5284;-76.3883;;6/9/2023;2023;6;9;Ministerio del Ambiente, Agua y Transición Ecológica
4527489047;EC;Pindo;;1;-0.6433;-76.6127;;1/26/2020;2020;1;26;Ministerio del Ambiente, Agua y Transición Ecológica
4527488834;EC;Chiro Apaika;;1;-0.8666;-75.9265;;5/7/2022;2022;5;7;Ministerio del Ambiente, Agua y Transición Ecológica
4527488636;EC;Anangu;;1;-0.5305;-76.378;;3/21/2021;2021;3;21;Ministerio del Ambiente, Agua y Transición Ecológica
4527488583;EC;Shiripuno;;1;-0.9781;-76.854;;6/7/2022;2022;6;7;Ministerio del Ambiente, Agua y Transición Ecológica
4527488571;EC;Chiro Apaika;;1;-0.8153;-75.9079;;11/13/2021;2021;11;13;Ministerio del Ambiente, Agua y Transición Ecológica
4527488531;EC;Chiro Apaika;;1;-0.7383;-75.9215;;3/13/2023;2023;3;13;Ministerio del Ambiente, Agua y Transición Ecológica
4527488508;EC;Chiro Apaika;;1;-0.8353;-75.9203;;6/18/2022;2022;6;18;Ministerio del Ambiente, Agua y Transición Ecológica
4527488487;EC;Tiputini;;1;-0.8182;-75.6111;;5/14/2021;2021;5;14;Ministerio del Ambiente, Agua y Transición Ecológica
4527488470;EC;CHIRO APAIKA;;1;-0.6673;-75.9512;;1/30/2023;2023;1;30;Ministerio del Ambiente, Agua y Transición Ecológica
4527488335;EC;Añangu;;1;-0.525;-76.3827;;12/16/2021;2021;12;16;Ministerio del Ambiente, Agua y Transición Ecológica
4527488289;EC;Añangu;;1;-0.5194;-76.3568;;5/13/2021;2021;5;13;Ministerio del Ambiente, Agua y Transición Ecológica
4527488287;EC;Maxus;;1;-0.6721;-76.3994;;8/25/2022;2022;8;25;Ministerio del Ambiente, Agua y Transición Ecológica
4527488208;EC;maxus;;1;-0.679;-76.3993;;3/24/2021;2021;3;24;Ministerio del Ambiente, Agua y Transición Ecológica
4527488153;EC;Chiro Apaika;;1;-0.6717;-75.9049;;9/12/2022;2022;9;12;Ministerio del Ambiente, Agua y Transición Ecológica
4527488129;EC;Chiro Apaika;;1;-0.7448;-75.9188;;10/10/2022;2022;10;10;Ministerio del Ambiente, Agua y Transición Ecológica
4527488091;EC;Chiro Apaika;;1;-0.7515;-75.9156;;8/23/2022;2022;8;23;Ministerio del Ambiente, Agua y Transición Ecológica
4527487883;EC;Tiputini;;1;-0.8264;-75.6127;;10/5/2022;2022;10;5;Ministerio del Ambiente, Agua y Transición Ecológica
4527487764;EC;Tambococha;;1;-0.9721;-75.4383;;7/7/2020;2020;7;7;Ministerio del Ambiente, Agua y Transición Ecológica
4527487719;EC;1;;1;-0.8915;-76.7789;;5/22/2023;2023;5;22;Ministerio del Ambiente, Agua y Transición Ecológica
4527487701;EC;shiripuno;;1;-0.8303;-76.8054;;10/18/2021;2021;10;18;Ministerio del Ambiente, Agua y Transición Ecológica
4527487690;EC;Maxus;;1;-0.6719;-76.3994;;2/24/2020;2020;2;24;Ministerio del Ambiente, Agua y Transición Ecológica
4527487687;EC;Maxus;;1;-0.6805;-76.3953;;12/8/2021;2021;12;8;Ministerio del Ambiente, Agua y Transición Ecológica
4527487585;EC;Chiro Apaika;;1;-0.6675;-75.9387;;10/19/2021;2021;10;19;Ministerio del Ambiente, Agua y Transición Ecológica
4527487530;EC;Añangu;;1;-0.5269;-76.3848;;6/28/2022;2022;6;28;Ministerio del Ambiente, Agua y Transición Ecológica
4527487459;EC;Chiro Apaika;;1;-0.6674;-75.9363;;9/11/2022;2022;9;11;Ministerio del Ambiente, Agua y Transición Ecológica
4527487330;EC;Shiripuno;;1;-1.0009;-76.8731;;6/7/2022;2022;6;7;Ministerio del Ambiente, Agua y Transición Ecológica
4527487278;EC;Chiro Apaika;;1;-0.8021;-75.9033;;11/15/2021;2021;11;15;Ministerio del Ambiente, Agua y Transición Ecológica
4527487269;EC;Chiro Apaika;;1;-0.6634;-75.9172;;6/10/2022;2022;6;10;Ministerio del Ambiente, Agua y Transición Ecológica
4527487253;EC;Chiro Apaika;;1;-0.801;-75.9028;;9/27/2023;2023;9;27;Ministerio del Ambiente, Agua y Transición Ecológica
4527487199;EC;Tambococha;;1;-0.9773;-75.4323;;5/23/2023;2023;5;23;Ministerio del Ambiente, Agua y Transición Ecológica
4527487088;EC;Añangu;;1;-0.5306;-76.3607;;5/13/2021;2021;5;13;Ministerio del Ambiente, Agua y Transición Ecológica
4527486949;EC;Chiro Apaika;;1;-0.7709;-75.9059;;11/15/2021;2021;11;15;Ministerio del Ambiente, Agua y Transición Ecológica
4527486941;EC;CHIRO APAIKA;;1;-0.7521;-75.9128;;12/22/2022;2022;12;22;Ministerio del Ambiente, Agua y Transición Ecológica
4527486879;EC;Ceilan;;1;-1.583;-75.614;;12/12/2022;2022;12;12;Ministerio del Ambiente, Agua y Transición Ecológica
4527486793;EC;Chiro Apaika;;1;-0.7382;-75.9216;;8/27/2022;2022;8;27;Ministerio del Ambiente, Agua y Transición Ecológica
4527486781;EC;Añangu;;1;-0.5325;-76.3756;;4/22/2021;2021;4;22;Ministerio del Ambiente, Agua y Transición Ecológica
4527486770;EC;Shiripuno;;1;-0.8901;-76.8155;;2/22/2021;2021;2;22;Ministerio del Ambiente, Agua y Transición Ecológica
4527486700;EC;Añangu;;1;-0.5297;-76.3905;;8/2/2021;2021;8;2;Ministerio del Ambiente, Agua y Transición Ecológica
4527486476;EC;Maxus;;1;-0.6744;-76.3866;;2/2/2021;2021;2;2;Ministerio del Ambiente, Agua y Transición Ecológica
